   Nr Navn                      Klubb                  Elo #par Fide Hurt Lyn
   1: Aboukhalil Mostafa        (Tidl Akademisk)      1640   15
   2: Abrahamsen Knut Ø         Nordstrand            1000   16
   3: Abrahamsson Roaul         1911                  1933  347
   4: Abusdal Gunnar            (Tidl Nordstrand)     1240  145
   5: Abusdal Ivar              (Tidl Nordstrand)     1794  361
   6: Adam Gyula                Drammen               1471   93
   7: Adamsen Tore W            Fredriksstad           956  111
   8: Agdestein Einar Døving    Asker                 1314  154
   9: Agdestein Emil Døving     Trondheimstud         2135  497
  10: Agdestein Espen           Oslo Vest             2420  735
  11: Agdestein Peter           (Tidl NTG)             739   43
  12: Agdestein Pål             Asker                 1799   88
  13: Agdestein Simen           NTG                   2601 1181
  14: Agdestein Sjur            Steinkjer             1700   24
  15: Agustsson Hafsteinn       Nordnes               1757  288
  16: Aksnes Aleksander Eikenes Trondheimstud         1393   63
  17: Aleksandersen Richard     Stavanger             1083   87
  18: Ali Karim                 Fribonden             1570  108
  19: Alikhani Afshin           Sotra                 1475  176
  20: Alne Sture Magne          (Tidl Drammen)        1651  329
  21: Alnes Jan H               (Tidl Tromsø)         1703  118
  22: Alsos Ulv G               (Tidl Tromsø)         1081  148
  23: Amarapala Sherington      Lørenskog              660   42
  24: Anda Andreas Kanages      Stavanger              611   36
  25: Anderl Christoph          Stjernen              1572   82
  26: Andersen Alf Roger        Follo                 2164  497
  27: Andersen Andre            Skjervøy              1309   11
  28: Andersen Arild            Larvik                 899   12
  29: Andersen Benjamin Mjelde  Moss                   730   41
  30: Andersen Bjørn            Sarpsborg             1625  541
  31: Andersen Dag              Indre Østfold         1784  825
  32: Andersen Espen            Moss                  1458  300
  33: Andersen Frode            Stjernen              1458   33
  34: Andersen Guttorm          Stjernen              1466  230
  35: Andersen Harry            Fredriksstad          1785 1493
  36: Andersen Ivar             Kristiansand          1772   14
  37: Andersen Jonatan M        Moss                  1498  252
  38: Andersen Jørgen M         Strømmen              1875  182
  39: Andersen Lars Even        Black Knights         2188  552
  40: Andersen Odd              Moss                  1651  900
  41: Andersen Per O            SOSS                  2016  375
  42: Andersen Pål              Sevland               1088   39
  43: Andersen Reidar           Sotra                 1219  165
  44: Andersen Richard          Moss                  1065   78
  45: Andersen Rune T           SOSS                  1710  251
  46: Andersen Steffen          Arendal               1213   37
  47: Andersen Vegard           (Tidl Stjernen)       1330   42
  48: Andersen Viggo            Stjernen              1498  636
  49: Andersen Øystein R        Black Knights         1871  494
