   Nr Navn                      Klubb                  Elo #par Fide Hurt Lyn
 429: Fjugstad Arild            Horten                 771   15
 430: Flaata Alexander R.       OSS                   1850  264
 431: Flakstad Helge            Horten                1809  255
 432: Flaten Roar E             Nordstrand            1972  320
 433: Flattum Svein Å           Larvik                1577   87
 434: Flensborg Egil            Løten                  898   97
 435: Flesjø Erlend             Fredriksstad           855   75
 436: Flo Steinar               OSS                   1255  118
 437: Fløtten Bjørn             Trondheim             1589  366
 438: Fløtten Øystein           Kirkenes              1528  287
 439: Flåten Magne              Tønsberg              1120   10
 440: Flåtrud Tormod            Kongsberg             1356  207
 441: Forberg Anders            Kristiansand          1976  260
 442: Forren Sverre             Hemne                 1453  229
 443: Forsberg Jan              Sarpsborg             1655  360
 444: Forselv Edmund            Asker                 1853   92
 445: Fosdahl Bjørn W           Sjakkameratene        1741  312
 446: Foshaug Knut              Sicilianerne          1152  124
 447: Fosli Nils J.             Stjernen              1514  302
 448: Foss Gunnar               Nordstrand            1323  108
 449: Foss Kåre                 Ringsaker             1150  154
 450: Fossan Erik               Bergens               2331  913
 451: Fossan Petter             Randaberg             2303  798
 452: Fossberg Rune S           Eiker                 1006   42
 453: Fossheim Øyvind           Akademisk             1423   88
 454: Fossmo Stein R.           Stavanger             1197  158
 455: Foyn Jan                  OSS                   1201   23
 456: Fredriksen Frank          Fredriksstad          1346   48
 457: Fredriksen Gunnar         Myrvoll               1403   35
 458: Fredriksen Jan Gunnar     Stovner               1254   10
 459: Fredriksen Olav K         Fnatt                 1654  195
 460: Frimannslund Knut         Voss                   960  107
 461: Frivoll Inge V            Arendal                945   58
 462: Frugård Leif              Randaberg              977   28
 463: Frydendal Odd             Hamar                 1696  356
 464: Frydenlund Arve           Hønefoss              1533   13
 465: Frøshaug Kristian         Indre Østfold         1224  155
 466: Funderud Einar            Sjakkameratene        1185  220
 467: Furnes Harald             Ås                    1735  278
 468: Furnes Torstein           Ås                    1468  186
 469: Fyllingen Roy H           Bergens               2401  361
 470: Fyri Tormod               OSS                   1590  455
 471: Fystro Odd Ivar           Sjakkameratene        1521  430
 472: Følstad Rolf              Steinkjer             1518  146
 473: Førland Tor Egil          SOSS                  1840  395
 474: Førrisdahl Ole Kr         Sarpsborg             1668  468
 475: Gaasland Glenn            Oksval                1677  135
 476: Gabrielsen Stig           Bergens               2239  347
 477: Gabrielsen Trond          Bergens               2092  377
 478: Gaitanakis Karl           Harstad               1327   23
 479: Galaasen Lars             Hønefoss              1511  147
 480: Gamst Hans I.             Haugesund              868   12
 481: Garberg Tore              1911                  1659   45
 482: Garmannslund Vidar        Sotra                 1443   72
 483: Gashi Rifat               Randaberg             1166   11
 484: Gatland Erling            Bergens               1623  676
 485: Gausdal Stein Tore        Kristiansand          1445  282
 486: Gausel Einar J            OSS                   2522 1789
 487: Gausland Ola I            Akademisk             1668  127
 488: Gedde-Dahl Rasmus         Akademisk             1565  115
 489: Gils Roar                 Kristiansund           834   11
 490: Gjerde Olav Ruben         Sjakkameratene        1346  247
 491: Gjerdrum Olaf             Våler                 1651  141
 492: Gjerløw Eirik             Hamarøy                764   14
 493: Gjerløw Øyvind            Hamarøy               1122   96
 494: Gjersvik Ole Amund        Nordnes                842   15
 495: Gjone Aage                Larvik                1419  139
 496: Gjørvad Bjarne            Gjøvik                1558  237
 497: Glenne Bjørn Erik         Nordstrand            2063  890
 498: Glorviksmoen Geir         Våler                 1835   71
 499: Glærum Sigurd             Akademisk             1546  374
 500: Godal Arne                Stjernen              1740  334
 501: Goddard Maurice           Molde                 1496  132
 502: Godø Aasmund              Aalesunds             1423   66
 503: Gossner Jens P            Tønsberg              1244   82
 504: Gramstad Reidar           Sandnes-Ganddal       1387  111
 505: Grande Roar               Kongsberg             1594   88
 506: Grande Steinar            Namsos                1203   41
 507: Granum Kjell              Hadeland               886   22
 508: Granum Roger              Hadeland              1482  609
 509: Gregusson Halvor          Kristiansand           991   56
 510: Gregusson Magnus          Kristiansand          1447  122
 511: Gressli Kristoffer        Ås                     719   17
 512: Grimstad Svanhild B.      Akademisk             1429  262
 513: Grong Kjell               Lillestrøm            1205  178
 514: Grothe Einar              Lillehammer           1566  204
 515: Grotmol Lars              OSS                   1091  120
 516: Grotnes Nils Ragnar       Asker                 2185  920
 517: Grottenberg Kim H.        Vandaskog              668   21
 518: Gruben Tronn              NKL                   1523   53
