   Nr Navn                      Klubb                  Elo #par Fide Hurt Lyn
   1: Abrahamsson Roaul         1911                  1951  305
   2: Abusdal Gunnar            Nordstrand            1047   96
   3: Abusdal Ivar              Nordstrand            1695  328
   4: Adam Lukas                Ørsta                 1370   14
   5: Adamsen Tore W.           Fredriksstad           953   60
   6: Agdestein Einar Døving    Asker                  831   63
   7: Agdestein Emil Døving     NTG                   1936  323
   8: Agdestein Espen           NTG                   2430  713
   9: Agdestein Pål             Asker                 1800   37
  10: Agdestein Simen           NTG                   2592 1113
  11: Agustsson Hafsteinn       Nordnes               1624  210
  12: Akre-Aas Halfdan          Røros                 1522  186
  13: Alainezhad Asad           Mo                    1234   59
  14: Aleksandersen Richard     Stavanger             1028   18
  15: Ali Karim                 Fribonden             1718   36
  16: Ali Sohaib Syed           OSS                   1269   53
  17: Alikhani Afshin           Sotra                 1394  131
  18: Aliti Qatip               Rilindja              1602   49
  19: Alm Tore                  Lillestrøm            1389  246
  20: Alne Sture Magne          Drammen               1652  280
  21: Alnes Jan H.              Sjakkameratene        1730  101
  22: Alsaker Knut Arne         Nordstrand            1814   15
  23: Alsos Ulv G.              Tromsø                 812   42
  24: Amundsen Carl H.          Elverum               1483  311
  25: Amundsen Odd Werner       Larvik                1174  298
  26: Amundsen Rune             Hauge                 1062   83
  27: Anderl Christoph          Stjernen              1562   67
  28: Andersen Alf Roger        Akademisk             2145  407
  29: Andersen Bjørn            Sarpsborg             1625  499
  30: Andersen Dag              Indre Østfold         1735  646
  31: Andersen Espen            Moss                  1445  293
  32: Andersen Geir             Alta                  1171   34
  33: Andersen Glenn            Nordnes               1212   42
  34: Andersen Guttorm          Stjernen              1346   34
  35: Andersen Harald           Kristiansand          1018   70
  36: Andersen Harry            Fredriksstad          1774 1307
  37: Andersen Jonatan M        Moss                  1043  118
  38: Andersen Lars Even        Black Knights         2134  471
  39: Andersen Leif Sverre      Stjernen              1440  508
  40: Andersen Odd              Follo                 1609  880
  41: Andersen Per O            SOSS                  2009  370
  42: Andersen Reidar           Sotra                 1220  124
  43: Andersen Richard          Moss                   941   28
  44: Andersen Rolf             Harstad               1281  272
  45: Andersen Rune T.          SOSS                  1699  248
  46: Andersen Viggo            Stjernen              1426  618
  47: Andersen Øystein R.       Black Knights         1866  474
  48: Andreasen Hans B.         Horg                  1017   54
  49: Andreassen Lars           Samisk                2059  315
  50: Andreassen Leif           Øksfjord              1204  311
  51: Andreassen Pål            SOSS                  2001  438
  52: Andreassen Tor Herman     Tønsberg              1642   62
  53: Andresen Ragnar           Fredriksstad          1308  351
  54: Angeltveit Andreas        Porsgrunn             1149  192
  55: Antoniussen Viktor        Nordnes                644   16
  56: Antonsen Helge            Moss                  1327   21
  57: Antonsen Øyvind           Aalesund              1808  384
  58: Archer Cedric             Tønsberg              1111   67
  59: Areklett Ivar             Hauge                 1925  628
  60: Arentz Roald              Trondheim             1637  625
  61: Arild Steinar             Alta                  1169  230
  62: Arnason Arne              Tønsberg               868   74
  63: Arntsen Raymond           Mosjøen               1150   95
  64: Arntzen Odd Steinar       Brønnøysund           1351   34
  65: Arnø Steinar              Mosjøen               1552  293
  66: Asghar Akil               Follo                  734   12
  67: Asghar Faisal             Follo                  944   12
  68: Asklund Erlend            Frosta                 706   60
  69: Astrup Håkon              OSS                   1716  235
  70: Astrup Kim Chr.           Halden                1978  142
  71: Aubert Carsten            Tønsberg              1870  194
  72: Aune Finn Roar            Strømmen              1695  267
  73: Aure Alf Terje            Molde                  800  314
  74: Aurlund Kjell             OSS                   1986   77
  75: Aursand Espen             Namsos                1217  130
  76: Baadshaug Knut            Orkdal                1697   58
  77: Badivuku Xhevdet          Rilindja              1655   71
  78: Bae Torstein              1911                  2287  953
  79: Bakke Jan Gunnar          Alta                  1183   83
  80: Bakken Svein Arne         Hamar                 1378   27
  81: Bakken Svein-Erik         Follo                 1370  199
  82: Bakken Øyvind             Porsgrunn             1642  356
  83: Barjaktarenic Micro       Kristiansand          1740   16
  84: Barouta Dani              Kristiansand          1531   15
  85: Barstad Thoralf N         Nordstrand            1592  363
  86: Barton Zdenek             Lillestrøm            1631  246
  87: Barø Terje                Tønsberg              1277  233
  88: Bay Anders Preben         Asker                 1013   96
  89: Becirbegovic Mirsad       Kristiansand          1479   26
  90: Beck Anders Knudsen       Tønsberg              1395  128
  91: Begovic Mehmed            Aalesund              1735   62
  92: Bekkeli Leif              Drammen               2034  404
  93: Bekkelien Glenn Lewi      Follo                 1637  216
  94: Bekkesletten Cato         Strømmen              1592  174
  95: Belsby Jan Gunnar         Sarpsborg             1403  203
  96: Belstad Bjørn E           Fredriksstad          1385   22
  97: Benjaminsen Bjørn         Masfjorden             916   13
  98: Benn Neil                 Asker                 1537  106
  99: Bentsen Håkon             Molde                 2007  615
 100: Bentsen Jostein           Hauge                  683   12
 101: Bentsen Øyvind            Molde                 1934  486
 102: Berg Gaute                Orkdal                1081   40
 103: Berg Tom                  Harstad               1233  202
 104: Berg-Jensen Joachim       Porsgrunn             2003  427
 105: Berg-Jensen Per M         OSS                   1588   35
 106: Berg-Jensen Terje H.      Porsgrunn             1194  104
 107: Bergan Odd                Larvik                1555  396
 108: Berge Christian           Tromsø                1037   47
 109: Bergersen Bjørn           Gjøvik                1444  462
 110: Bergersen Kjetil J        Gjøvik                1885  311
 111: Berglund Jan S.           Tromsø                2010 1031
 112: Bergquist Rune            Tønsberg              1240  360
 113: Bergvoll Mats             Tromsø                1658  155
 114: Bern Ivar                 Bergens               2269 1257
 115: Bernhardsen Morten        Porsgrunn             1453   13
 116: Berntsen Einar            Strømmen              1289  730
 117: Berntsen Knut Arild       Modum                 1003   32
 118: Berntsen Matias           Akademisk             1174   37
 119: Berntsen Sheila B.        Asker                 2169  849
 120: Berntzen Stein            Tromsø                1519   59
 121: Berstad Jørund            Førde                 1649  241
 122: Betsi Hanne Hammari       Vadsø                  702   12
 123: Bie Bjørn                 Ottestad              1354  570
 124: Bie Hans Petter           Nordstrand            1535  473
 125: Bilet Morten              Follo                 1537   19
 126: Birkeland John Olav       Egersund              1383   45
 127: Birkeland Ole             Kristiansand           992  593
 128: Birkestrand Odd           Masfjorden            1535  362
 129: Birkestrand Odd H         Masfjorden            1393  279
 130: Birkic Vid                Sarpsborg             1506  210
 131: Bjartnes Magnus V.        Verdal                1180   52
